station_no,station_name,tel,address,latitude,longitude,note,city,district
AP5,尚勇車業行,02-27476009,臺北市松山區八德路4段332號,25.049103,121.567999,"今日正常營業,但實際營業狀況依現場為主",台北市,松山區
AP6,嘉駿機車行,02-26522360,臺北市南港區成福路155號1樓,25.041334,121.588047,"今日正常營業,但實際營業狀況依現場為主",台北市,南港區
AP7,翔偉機車行,02-27591223,臺北市信義區福德街66號1樓,25.036984,121.580743,"今日正常營業,但實際營業狀況依現場為主",台北市,信義區
AP8,福星機車行,02-29392485,臺北市文山區木新路2段123號,24.984131,121.569521,"今日正常營業,但實際營業狀況依現場為主",台北市,文山區
AQ0,北大機車材料行,02-28892163,臺北市士林區中正路411、413號,25.096419,121.529060,"今日正常營業,但實際營業狀況依現場為主",台北市,士林區
AQ1,家育車業行,02-26548333,臺北市南港區成福路200-1號1樓,25.040791,121.588393,"今日正常營業,但實際營業狀況依現場為主",台北市,南港區
AQ3,三漾輪業行,02-27861161,臺北市南港區忠孝東路6段240號1樓,25.048836,121.587943,"今日正常營業,但實際營業狀況依現場為主",台北市,南港區
AQ4,合展車業行,02-29327700,臺北市文山區羅斯福路6段73、75號,25.000381,121.539351,"今日正常營業,但實際營業狀況依現場為主",台北市,文山區
AQ5,立偉成有限公司,02-25538225,臺北市大同區寧夏路127號1樓,25.060536,121.514536,"今日正常營業,但實際營業狀況依現場為主",台北市,大同區
AQ6,內湖車業有限公司,02-27972411,臺北市內湖區文德路18號,25.078354,121.579395,"今日正常營業,但實際營業狀況依現場為主",台北市,內湖區
AQ7,法仕德車業有限公司,02-27956362,臺北市內湖區新明路363號,25.055759,121.582492,"今日正常營業,但實際營業狀況依現場為主",台北市,內湖區
AQ8,摩都車業行,02-27290106,臺北市信義區吳興街378號1樓,25.025073,121.567000,"今日正常營業,但實際營業狀況依現場為主",台北市,信義區
AQ9,光明車業有限公司,02-27365785,臺北市信義區基隆路2段165號1樓,25.025399,121.553948,"今日正常營業,但實際營業狀況依現場為主",台北市,信義區
AR0,三光機車行,02-29322568,臺北市文山區景興路7號1樓,24.998265,121.544766,"今日正常營業,但實際營業狀況依現場為主",台北市,文山區
AR1,永景機車材料行,02-28721918,臺北市士林區中山北路6段405巷79號1樓,25.117093,121.526038,"今日正常營業,但實際營業狀況依現場為主",台北市,士林區
AR2,進喆車業行,02-28835319,臺北市士林區通河東街1段198號1樓,25.089943,121.515456,"今日正常營業,但實際營業狀況依現場為主",台北市,士林區
AR3,金里車行,02-23061858,臺北市萬華區桂林路244巷57號,25.036527,121.493118,"今日正常營業,但實際營業狀況依現場為主",台北市,萬華區
AR4,永盛機車行,02-23042598,臺北市萬華區長順街6號1樓,25.031350,121.490580,"今日正常營業,但實際營業狀況依現場為主",台北市,萬華區
AR5,立暉機車行,02-23410829,臺北市大安區新生南路2段82-1號1樓,25.027166,121.534619,"今日正常營業,但實際營業狀況依現場為主",台北市,大安區
AR6,世貿機車材料行,02-27653133,臺北市信義區松信路162號,25.043096,121.571902,"今日正常營業,但實際營業狀況依現場為主",台北市,信義區
AR7,旭順車業行,02-25222583,臺北市中山區中原街55號,25.058387,121.528979,"今日正常營業,但實際營業狀況依現場為主",台北市,中山區
AR8,龍杰車業行,02-86610565,臺北市文山區木柵路1段206號,24.987840,121.553112,"今日正常營業,但實際營業狀況依現場為主",台北市,文山區
AR9,興羨機車行,02-25172015,臺北市中山區興安街65號,25.056221,121.542660,"今日正常營業,但實際營業狀況依現場為主",台北市,中山區
AS1,千豐車業行,02-26314736,臺北市內湖區安康路191號,25.066036,121.611545,"今日正常營業,但實際營業狀況依現場為主",台北市,內湖區
AS2,崇盛機車行,02-27076860,臺北市大安區瑞安街152號,25.029203,121.541838,"今日正常營業,但實際營業狀況依現場為主",台北市,大安區
AS3,雄偉機車行,02-25531130,臺北市大同區環河北路1段335號,25.060038,121.508603,"今日正常營業,但實際營業狀況依現場為主",台北市,大同區
AS5,冠頡車業行,02-26332066,臺北市內湖區康樂街200號1樓,25.076222,121.621096,"今日正常營業,但實際營業狀況依現場為主",台北市,內湖區
AS6,學生機車行有限公司,02-28621991,臺北市士林區華岡路31之3號,25.137940,121.542610,"今日正常營業,但實際營業狀況依現場為主",台北市,士林區
AS7,祥瑞車業行,02-25774732,臺北市松山區光復南路46號,25.046219,121.557610,"今日正常營業,但實際營業狀況依現場為主",台北市,松山區
AS8,祥銘機車行,02-27832343,臺北市南港區興中路80巷14號1樓,25.057344,121.606138,"今日正常營業,但實際營業狀況依現場為主",台北市,南港區
AS9,吉全機車行,02-29381336,臺北市文山區興隆路4段111-2號,24.986432,121.56115,"今日正常營業,但實際營業狀況依現場為主",台北市,文山區
AT0,展旗車業行,02-27671181,臺北市信義區松山路225巷1號,25.04484,121.577971,"今日正常營業,但實際營業狀況依現場為主",台北市,信義區
AT1,百傑車業行,28911509,臺北市北投區中央北路2段303號,,,"今日正常營業,但實際營業狀況依現場為主",台北市,北投區
AT2,景隆機車有限公司,02-27831298,臺北市南港區忠孝東路7段597號,,,"今日正常營業,但實際營業狀況依現場為主",台北市,南港區
AT3,三之三車業有限公司,02-66174000,臺北市中正區重慶南路3段56號,,,"今日正常營業,但實際營業狀況依現場為主",台北市,中正區
AT4,正泓機車行,02-27715235,臺北市信義區崇德街78號,,,"今日正常營業,但實際營業狀況依現場為主",台北市,信義區
AT5,伍邦車業,02-27856393,臺北市南港區忠孝東路6段284號,,,"今日正常營業,但實際營業狀況依現場為主",台北市,南港區
AT6,豪展機車行,02-87928638,臺北市內湖區康寧路1段206號,,,"今日正常營業,但實際營業狀況依現場為主",台北市,內湖區
AT7,大仁機車行,02-87860708,臺北市信義區莊敬路325巷38號,,,"今日正常營業,但實際營業狀況依現場為主",台北市,信義區
AT8,政辰車業行,02-27366969,臺北市信義區信安街184號,,,"今日正常營業,但實際營業狀況依現場為主",台北市,信義區
AT9,熊大車業行,02-26593578,臺北市內湖區內湖路2段114號,,,"今日正常營業,但實際營業狀況依現場為主",台北市,內湖區
AU0,東和機車有限公司,02-26277246,臺北市內湖區環山路1段96號,,,"今日正常營業,但實際營業狀況依現場為主",台北市,內湖區
AU1,聖平車業行,02-28160031,臺北市士林區延平北路6段149號,,,"今日正常營業,但實際營業狀況依現場為主",台北市,士林區
AU2,英詮機車行,02-25327227,臺北市中山區北安路656號1樓,,,"今日正常營業,但實際營業狀況依現場為主",台北市,中山區
AU3,良偉機車行,02-28210312,臺北市北投區立農街2段284號1樓,,,"今日正常營業,但實際營業狀況依現場為主",台北市,北投區
AU4,健展車業行,02-28931700,臺北市北投區中央北路4段479號,,,"今日正常營業,但實際營業狀況依現場為主",台北市,北投區
AU5,龍騰車業行,02-22365129,臺北市文山區木柵路1段34號,,,"今日正常營業,但實際營業狀況依現場為主",台北市,文山區
AU6,致盛國際車業有限公司,02-23943990,臺北市中正區重慶南路3段130-1、130-2號,,,"今日正常營業,但實際營業狀況依現場為主",台北市,中正區
AU7,凱聿車業有限公司,02-28234190,臺北市北投區明德路150巷5號1樓,,,"今日正常營業,但實際營業狀況依現場為主",台北市,北投區
AU8,振昇機車行,02-28986220,臺北市北投區中和街241號1樓,,,"今日正常營業,但實際營業狀況依現場為主",台北市,北投區
AU9,金順機車行,02-28916776,臺北市北投區育仁路137號1樓,,,"今日正常營業,但實際營業狀況依現場為主",台北市,北投區
AV0,丞時機車行,02-27595337,臺北市信義區大道路31號,,,"今日正常營業,但實際營業狀況依現場為主",台北市,信義區
AV1,禾錡車業行,02-23651699,臺北市中正區汀州路2段251號,,,"今日正常營業,但實際營業狀況依現場為主",台北市,中正區
AV2,孟軒機車行,02-29392858,臺北市文山區木柵路1段180號1樓,,,"今日正常營業,但實際營業狀況依現場為主",台北市,文山區
AV3,動力羊機車部品開發有限公司,02-27946855,臺北市內湖區新明路339號1樓,,,"今日正常營業,但實際營業狀況依現場為主",台北市,內湖區
AV4,鑫勝車業行,02-87510921,臺北市內湖區文德路90巷28號1樓,,,"今日正常營業,但實際營業狀況依現場為主",台北市,內湖區
AV5,德興鑫車業行,02-27086699,臺北市大安區延吉街270號,,,"今日正常營業,但實際營業狀況依現場為主",台北市,大安區
AV6,辰昶機車行,02-27328138,臺北市信義區信安街80號,,,"今日正常營業,但實際營業狀況依現場為主",台北市,信義區
AV7,原馳機車行,02-28223776,臺北市北投區東華街2段14號1樓,,,"今日正常營業,但實際營業狀況依現場為主",台北市,北投區
AV8,聲豪機車行,02-28236173,臺北市北投區西安街2段185號1樓,,,"今日正常營業,但實際營業狀況依現場為主",台北市,北投區
AV9,人豪機車行,02-27234925,臺北市信義區莊敬路204號1樓,,,"今日正常營業,但實際營業狀況依現場為主",台北市,信義區
B10,新富國輪業有限公司,04-23015360,臺中市西區昇平里向上路一段118號1樓,24.146533,120.662327,"今日正常營業,但實際營業狀況依現場為主",台中市,西區
B11,一二車業有限公司,04-23899474,臺中市南屯區黎明路一段1094號一樓,24.140684,120.638542,"今日正常營業,但實際營業狀況依現場為主",台中市,南屯區
B13,證達企業有限公司,04-22916766,臺中市北區賴興里山西路二段135號一樓,24.172127,120.675740,"今日正常營業,但實際營業狀況依現場為主",台中市,北區
B14,光賜機車店,04-22319337,臺中市北區梅豐街88號 (靠進化路）,24.156823,120.694921,"今日正常營業,但實際營業狀況依現場為主",台中市,北區
B15,海蔦輪業有限公司,04-22310822,臺中市北屯區北屯路236之6號1樓,24.169893,120.697656,"今日正常營業,但實際營業狀況依現場為主",台中市,北屯區
B17,國瑋機車商行,04-23130848,臺中市西屯區何厝街17號,24.161362,120.653661,"今日正常營業,但實際營業狀況依現場為主",台中市,西屯區
B18,明風車業有限公司,04-27022165,臺中市西屯區西屯路三段33號,24.180451,120.638037,"今日正常營業,但實際營業狀況依現場為主",台中市,西屯區
B19,元輪機車有限公司,04-23147471,臺中市西區西屯路二段9之1號,24.163402,120.662601,"今日正常營業,但實際營業狀況依現場為主",台中市,西區
B1A,峻新機車行,04-26324968,臺中市沙鹿區六路里南陽路２２９號１樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,沙鹿區
B20,昇興機車行,04-27017352,臺中市西屯區上石里西屯路二段271之2號1樓,24.174826,120.644123,"今日正常營業,但實際營業狀況依現場為主",台中市,西屯區
B21,水湳車業有限公司,04-22929587,臺中市北屯區大德里中清路二段378號,24.179635,120.667818,"今日正常營業,但實際營業狀況依現場為主",台中市,北屯區
B22,光雄輪業有限公司,04-23724408,臺中市西區公民里五權路1之43號1樓（四街口）,24.137516,120.665411,"今日正常營業,但實際營業狀況依現場為主",台中市,西區
B23,儷豐輪業有限公司,04-22616045,臺中市南區江川里五權南路280號1樓,24.123272,120.670232,"今日正常營業,但實際營業狀況依現場為主",台中市,南區
B24,鴻鼎車行,04-22958551,臺中市北屯區水湳里大連路一段29號1樓,24.175684,120.672102,"今日正常營業,但實際營業狀況依現場為主",台中市,北屯區
B25,勁葉輪業有限公司,04-22061813,臺中市北區邱厝里中清路一段216號,24.156581,120.676885,"今日正常營業,但實際營業狀況依現場為主",台中市,北區
B27,坤發輪業行,04-24226667,臺中市北屯區仁和里水湳路142之1號,24.190070,120.681080,"今日正常營業,但實際營業狀況依現場為主",台中市,北屯區
